Id,Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default
2006,Rent,675906,1 year,0,21,11.9,463364,0,28,0,debt consolidation,Short Term,168828,162868,13462,680,0
2007,Home Mortgage,3472668,2 years,0,4,31,290246,0,22,0,debt consolidation,Long Term,781858,182229,10534,738,0
2008,Home Mortgage,3069488,10+ years,0,11,16.7,1163734,0,,0,debt consolidation,Long Term,533126,631161,27370,744,0
2009,Own Home,248577,3 years,0,8,12.9,283404,0,,0,debt consolidation,Short Term,140030,106723,3211,746,0
2010,Rent,664316,1 year,0,12,13,232386,0,10,0,debt consolidation,Short Term,156530,82289,5331,7380,1
2011,Home Mortgage,1312843,,0,8,46.5,3305478,0,,0,debt consolidation,Short Term,152020,496717,9452,751,0
2012,Rent,543115,10+ years,0,8,13,164692,0,,0,debt consolidation,Short Term,113850,107255,9007,7060,1
2013,Rent,818862,4 years,0,9,19.4,170390,0,7,0,home improvements,Short Term,184448,92701,22110,716,0
2014,Home Mortgage,1809598,6 years,0,15,12.2,757966,0,,0,debt consolidation,Long Term,545666,270997,23449,722,1
2015,Own Home,829312,3 years,0,10,28.7,726594,0,,0,debt consolidation,Long Term,218240,180101,23843,7370,1
2016,Rent,774288,< 1 year,0,6,8.9,152504,0,,0,debt consolidation,Short Term,224136,85348,4362,707,0
2017,Rent,864842,2 years,0,6,11.4,388498,0,,0,debt consolidation,Short Term,178024,146623,4649,712,0
2018,Rent,,< 1 year,0,7,21.7,594726,0,,0,debt consolidation,Long Term,282172,5130,11887,,0
2019,Rent,817190,,0,14,34.5,1101276,0,,0,debt consolidation,Long Term,375804,262504,12871,739,1
2020,Rent,748980,5 years,0,8,12.5,472120,0,27,0,debt consolidation,Short Term,216810,178600,9487,730,0
2021,Rent,772046,10+ years,0,18,16.7,747670,0,52,0,debt consolidation,Long Term,397298,264746,22325,708,1
2022,Rent,615581,< 1 year,0,14,13.7,278608,0,38,0,other,Short Term,43208,195871,14415,693,0
2023,Rent,1342825,10+ years,0,12,16.3,57562560,0,,0,other,Short Term,166826,944547,9176,749,0
2024,Rent,463562,< 1 year,0,9,11.4,272866,0,,0,buy a car,Short Term,85888,129371,4442,748,1
2025,Rent,862619,5 years,0,9,11.4,173360,0,70,0,debt consolidation,Short Term,99999999,56582,15168,735,0
2026,Home Mortgage,1908550,10+ years,0,14,20.5,1450240,0,,0,debt consolidation,Long Term,331496,557346,27181,702,0
2027,Home Mortgage,,6 years,0,14,17.4,305536,1,,1,debt consolidation,Short Term,246048,153311,20562,,0
2028,Home Mortgage,2650709,6 years,0,13,24.5,3187602,0,,0,home improvements,Long Term,99999999,597379,46167,742,0
2029,Home Mortgage,1428420,8 years,0,16,17.7,866382,0,16,0,debt consolidation,Short Term,99999999,417525,29878,741,0
2030,Rent,893950,< 1 year,0,10,20.2,477136,0,25,0,debt consolidation,Short Term,107822,170183,10206,711,1
2031,Own Home,291745,< 1 year,0,3,12.5,45474,0,35,0,debt consolidation,Short Term,51964,14535,7902,707,0
2032,Own Home,2309868,5 years,0,7,7.9,710270,0,,0,take a trip,Long Term,609576,167466,21944,647,1
2033,Home Mortgage,1536036,10+ years,0,12,20.7,837034,0,7,0,debt consolidation,Long Term,433796,606499,38913,716,0
2034,Home Mortgage,2477087,2 years,0,19,41.8,2071146,0,,0,debt consolidation,Short Term,557766,1214537,43555,750,0
2035,Home Mortgage,2296644,10+ years,0,16,25.9,1900602,0,,0,debt consolidation,Short Term,620488,761634,19522,746,0
2036,Home Mortgage,1172984,4 years,0,6,24.2,9094184,0,,0,business loan,Long Term,335324,1413733,8709,748,0
2037,Rent,,1 year,0,13,12.7,342650,0,,0,debt consolidation,Short Term,175802,202711,11915,,0
2038,Home Mortgage,1215126,10+ years,0,11,18.1,425172,0,37,0,other,Short Term,107404,175522,11848,691,1
2039,Home Mortgage,675792,6 years,0,7,15,161084,0,72,0,home improvements,Short Term,99999999,28101,2253,730,0
2040,Rent,,,0,9,22.3,580602,0,9,0,debt consolidation,Long Term,342892,309890,10057,,1
2041,Own Home,578835,7 years,0,11,18.7,997414,0,,0,debt consolidation,Short Term,234586,174857,9792,747,0
2042,Home Mortgage,2257884,10+ years,0,16,46,1235388,0,,0,debt consolidation,Short Term,99999999,691372,39325,738,0
2043,Rent,1102722,10+ years,0,6,20.8,214016,0,11,0,debt consolidation,Short Term,99999999,103322,23433,734,0
2044,Home Mortgage,1746765,10+ years,0,11,22.5,831292,0,14,0,debt consolidation,Short Term,269676,320929,18778,746,0
2045,Home Mortgage,,2 years,0,11,16.9,644358,0,,0,debt consolidation,Long Term,700194,433504,28100,,1
2046,Home Mortgage,1883280,,0,16,41,1281742,0,,0,business loan,Short Term,216964,708453,36881,715,0
2047,Home Mortgage,939759,2 years,0,16,16.8,199760,1,,1,debt consolidation,Short Term,182094,112822,27409,721,1
2048,Rent,756200,1 year,0,3,10,118272,0,,0,other,Short Term,242990,80180,5539,731,1
2049,Rent,2940288,10+ years,0,12,30,1685002,0,,0,debt consolidation,Short Term,99999999,609748,28423,750,0
2050,Home Mortgage,1638902,8 years,0,11,15.6,617826,0,59,0,debt consolidation,Short Term,433752,328149,9410,746,0
2051,Home Mortgage,1336650,< 1 year,0,15,21.6,349624,0,,0,debt consolidation,Short Term,524678,137693,23391,747,0
2052,Rent,,< 1 year,0,14,14.4,476674,0,,0,debt consolidation,Long Term,329472,228076,19504,,0
2053,Rent,1079865,1 year,0,12,14.2,487014,1,,1,debt consolidation,Short Term,263230,134159,8225,712,0
2054,Rent,,8 years,0,5,9.7,204182,0,,0,debt consolidation,Short Term,180202,104747,14280,,0
2055,Home Mortgage,3412134,10+ years,0,11,19.8,919380,0,8,0,debt consolidation,Short Term,768240,809894,35827,715,0
2056,Rent,1204201,2 years,0,14,10,473506,0,,0,debt consolidation,Short Term,178574,340233,28600,739,0
2057,Rent,1021174,1 year,0,8,17.5,608762,0,,0,debt consolidation,Short Term,81686,243428,10867,749,0
2058,Home Mortgage,1029686,,0,10,19.5,467962,1,,1,home improvements,Short Term,209748,107901,25227,745,1
2059,Own Home,951520,7 years,0,14,14,718806,0,29,0,debt consolidation,Short Term,110176,54017,7430,745,0
2060,Home Mortgage,1844349,6 years,0,14,22.5,1550230,0,,0,debt consolidation,Long Term,786786,495368,13433,725,1
2061,Own Home,833910,1 year,0,9,6.8,410058,0,,0,debt consolidation,Short Term,99999999,217436,20083,744,0
2062,Home Mortgage,3544526,< 1 year,0,10,21.4,982828,0,9,0,debt consolidation,Short Term,665544,652726,57598,719,0
2063,Home Mortgage,1456939,10+ years,0,11,18,2088834,0,34,0,debt consolidation,Long Term,99999999,1008425,43465,725,0
2064,Home Mortgage,,10+ years,0,17,21.1,1540594,0,70,0,debt consolidation,Short Term,756910,1170837,83458,,0
2065,Own Home,777708,10+ years,0,5,41.3,237688,0,,0,other,Short Term,218042,194180,6235,7310,1
2066,Rent,1532160,6 years,0,9,15.6,179520,0,23,0,debt consolidation,Short Term,354816,70072,29111,744,0
2067,Rent,868851,10+ years,0,10,37.6,291742,1,,1,other,Short Term,218702,113392,20925,714,0
2068,Rent,1838421,2 years,0,5,14.4,1887204,0,26,0,debt consolidation,Short Term,103048,1201218,7798,741,0
2069,Rent,1151058,3 years,0,12,17.5,439274,0,80,0,buy a car,Long Term,319880,117990,14292,695,1
2070,Own Home,776112,4 years,0,2,12.6,181610,0,47,0,medical bills,Short Term,297550,17575,284,704,0
2071,Rent,650978,4 years,0,20,15.8,469766,0,,0,other,Short Term,107668,226385,11435,749,1
2072,Own Home,1688891,10+ years,0,20,21.4,1688588,0,75,0,debt consolidation,Short Term,311102,348536,34341,746,1
2073,Rent,1749064,2 years,0,12,10.2,507540,0,,0,debt consolidation,Long Term,667656,283594,30608,704,1
2074,Rent,466602,,0,9,23.4,198770,0,,0,debt consolidation,Short Term,129668,129789,10887,744,1
2075,Rent,1216475,3 years,0,7,25,357280,0,,0,debt consolidation,Short Term,379236,181735,34872,7360,1
2076,Rent,680561,10+ years,0,11,15.4,423148,0,,0,debt consolidation,Short Term,112574,90269,8224,746,0
2077,Rent,,,0,7,7.1,310970,0,,0,debt consolidation,Short Term,72732,146623,6813,,1
2078,Own Home,1920140,< 1 year,0,11,14.3,524810,0,17,0,debt consolidation,Short Term,379632,333146,19201,742,0
2079,Rent,,10+ years,0,6,14.1,383922,0,,0,debt consolidation,Short Term,374088,314317,10020,,1
2080,Own Home,,2 years,0,14,20,501512,0,,0,debt consolidation,Long Term,640354,328320,19650,,0
2081,Home Mortgage,1960648,10+ years,0,4,17.3,0,0,42,0,debt consolidation,Long Term,593406,659471,24672,718,0
2082,Rent,1179786,9 years,0,10,9.1,282590,0,,0,debt consolidation,Short Term,218922,196213,8435,725,0
2083,Home Mortgage,1640517,10+ years,0,11,19.2,571846,0,74,0,debt consolidation,Long Term,446952,343729,26112,731,0
2084,Rent,1737873,2 years,0,9,24.6,584012,0,9,0,debt consolidation,Long Term,782562,239571,33020,660,0
2085,Home Mortgage,1161432,4 years,0,12,10.2,476476,0,,0,home improvements,Long Term,537922,97109,13356,735,0
2086,Rent,566238,< 1 year,0,18,11.8,37158,0,41,0,buy a car,Short Term,99999999,29583,7399,739,0
2087,Rent,,3 years,0,12,12.9,312180,0,,0,debt consolidation,Short Term,275176,174420,17843,,0
2088,Rent,468502,2 years,0,10,11.8,382294,0,,0,debt consolidation,Short Term,169246,75278,3076,732,0
2089,Rent,683639,3 years,0,17,15.8,1178386,0,,0,debt consolidation,Short Term,215292,389766,16464,740,0
2090,Rent,777024,2 years,0,6,17.4,299002,0,25,0,debt consolidation,Short Term,224928,228798,10166,727,0
2091,Rent,,2 years,0,7,9.5,301158,0,37,0,debt consolidation,Short Term,142912,123291,6148,,1
2092,Rent,1746328,2 years,0,20,19.8,874324,0,,0,debt consolidation,Long Term,434852,667489,37255,704,1
2093,Own Home,699656,,0,9,22,669966,0,78,0,debt consolidation,Long Term,324060,247646,15509,683,0
2094,Home Mortgage,1464235,10+ years,0,18,17.6,581724,0,14,0,debt consolidation,Long Term,321926,355186,25868,673,0
2095,Rent,455544,1 year,0,4,4.8,140646,0,,0,debt consolidation,Short Term,131868,67526,8390,747,1
2096,Home Mortgage,902652,5 years,0,9,20.8,279488,0,43,0,wedding,Short Term,111188,167751,10719,744,0
2097,Home Mortgage,1119708,2 years,0,16,11.4,412742,0,,0,debt consolidation,Short Term,259292,245955,14836,738,0
2098,Rent,1556898,10+ years,0,14,21.5,889856,0,29,0,debt consolidation,Short Term,321926,431908,24521,746,0
2099,Home Mortgage,,6 years,0,21,16.8,1042162,0,,0,debt consolidation,Short Term,396638,449122,27729,,0
2100,Home Mortgage,1733940,3 years,0,12,15,265430,1,,1,debt consolidation,Short Term,401544,179246,19651,724,0
2101,Home Mortgage,1793277,4 years,0,20,15.1,2653816,0,,0,debt consolidation,Short Term,625240,501923,30037,742,1
2102,Home Mortgage,1312672,10+ years,0,9,43.4,438350,3,46,0,debt consolidation,Short Term,99999999,86697,14221,742,0
2103,Home Mortgage,1114806,6 years,0,7,17.5,391842,0,,0,debt consolidation,Short Term,240944,126559,9346,750,0
2104,Rent,,2 years,0,9,22.2,694166,0,78,0,debt consolidation,Short Term,285230,206834,10523,,0
2105,Rent,2292768,5 years,0,7,7.6,1035782,0,,0,debt consolidation,Short Term,318582,193230,15495,751,0
2106,Home Mortgage,1011028,7 years,0,7,16.6,537988,0,,0,debt consolidation,Short Term,99999999,352659,23085,729,0
2107,Home Mortgage,964744,10+ years,0,9,25,258258,0,41,0,debt consolidation,Short Term,131428,141189,13908,737,0
2108,Home Mortgage,1850258,< 1 year,0,18,11.9,776974,0,,0,debt consolidation,Long Term,410630,134881,15388,727,0
2109,Home Mortgage,1530792,7 years,0,13,31.3,1952126,0,,0,debt consolidation,Short Term,553916,407987,9287,748,0
2110,Rent,1346663,10+ years,0,10,14.5,385484,0,19,0,debt consolidation,Long Term,532752,241034,21995,663,0
2111,Rent,1158696,3 years,0,16,16.5,1263284,0,8,0,other,Long Term,177936,328396,21243,662,0
2112,Home Mortgage,1750375,10+ years,0,13,17.5,1269950,0,5,0,debt consolidation,Long Term,618332,592249,19254,701,0
2113,Rent,821864,10+ years,0,8,10.5,90860,0,,0,debt consolidation,Short Term,75702,64657,11917,717,1
2114,Own Home,1341571,10+ years,0,15,17.5,1888920,0,,0,debt consolidation,Short Term,532598,631332,25490,746,0
2115,Rent,585751,< 1 year,0,10,12.6,422642,0,,0,debt consolidation,Short Term,175054,177384,14287,747,0
2116,Home Mortgage,1133388,2 years,0,8,14.6,194964,1,,1,debt consolidation,Short Term,99999999,49001,7329,746,0
2117,Home Mortgage,860567,2 years,0,8,11.1,530706,0,46,0,debt consolidation,Short Term,99999999,109991,3672,751,0
2118,Rent,879073,2 years,1,5,15.7,55330,2,37,0,other,Short Term,110638,27037,5795,722,1
2119,Home Mortgage,3370068,6 years,1,15,21.5,828938,1,14,0,debt consolidation,Short Term,99999999,362957,58695,739,0
2120,Rent,1417172,10+ years,0,7,25.5,275858,0,59,0,debt consolidation,Short Term,144408,151278,9885,748,0
2121,Home Mortgage,911639,2 years,0,10,20.9,417604,1,,1,home improvements,Short Term,323136,131993,7141,748,0
2122,Rent,,1 year,0,5,13.8,154572,0,,0,debt consolidation,Short Term,143440,81833,9521,,0
2123,Rent,1401782,10+ years,0,17,19.9,607178,1,11,1,debt consolidation,Long Term,351670,175142,26167,732,0
2124,Rent,1796697,10+ years,0,13,14.8,1099846,0,,0,debt consolidation,Short Term,437976,656355,32940,736,0
2125,Home Mortgage,901702,10+ years,0,8,26.5,417010,0,,0,other,Short Term,110748,210691,8341,738,1
2126,Home Mortgage,1022010,3 years,0,10,27,879582,0,55,0,debt consolidation,Long Term,401280,489953,18311,647,1
2127,Rent,,3 years,0,8,10,315238,0,,0,debt consolidation,Short Term,249986,257564,15745,,0
2128,Home Mortgage,879510,6 years,0,18,15.9,843128,0,,0,debt consolidation,Long Term,442772,310916,18396,716,1
2129,Home Mortgage,2235996,10+ years,0,17,31.6,966768,1,,1,debt consolidation,Short Term,755150,388246,33167,7030,1
2130,Rent,1305927,10+ years,0,8,25.9,129624,0,,0,debt consolidation,Short Term,595672,108148,13603,685,0
2131,Rent,1822708,3 years,0,12,17.1,672232,0,,0,debt consolidation,Long Term,99999999,456912,24910,734,0
2132,Rent,,,0,5,22,317856,1,,1,debt consolidation,Short Term,132528,131499,8885,,0
2133,Rent,1415367,3 years,0,7,11.5,816750,0,,0,debt consolidation,Short Term,119526,117800,14861,725,1
2134,Rent,760760,5 years,0,9,17.1,495550,0,,0,debt consolidation,Short Term,220220,366757,12362,730,0
2135,Rent,443935,,0,6,11.1,407528,0,,0,debt consolidation,Short Term,106656,51395,1402,749,0
2136,Rent,,10+ years,0,8,8.7,256872,0,,0,debt consolidation,Long Term,153758,136002,13886,,1
2137,Rent,,8 years,0,8,12,387992,0,,0,debt consolidation,Short Term,253506,236246,6597,,0
2138,Rent,,,0,11,14.3,181104,1,,1,debt consolidation,Short Term,80674,67716,12797,,0
2139,Rent,996303,6 years,0,8,16.3,723404,0,,0,debt consolidation,Short Term,199672,542906,20673,713,0
2140,Rent,,3 years,0,13,8.7,621632,0,,0,debt consolidation,Short Term,232980,178239,12217,,0
2141,Home Mortgage,993928,5 years,0,10,15,860706,0,,0,debt consolidation,Short Term,365706,617709,11513,743,0
2142,Home Mortgage,1210889,3 years,0,13,21,582846,0,46,0,debt consolidation,Long Term,525778,361931,16145,734,0
2143,Home Mortgage,,10+ years,0,11,27.8,499752,0,,0,other,Long Term,268180,239970,9030,,1
2144,Home Mortgage,622364,1 year,0,7,10.3,322982,0,18,0,debt consolidation,Short Term,174702,179360,9595,748,0
2145,Home Mortgage,1009413,10+ years,0,11,21.1,427658,0,,0,other,Short Term,33088,210900,8580,715,0
2146,Home Mortgage,,2 years,0,6,17.5,332200,1,,1,other,Short Term,334026,160379,26841,,0
2147,Home Mortgage,933793,< 1 year,0,8,17.5,728882,1,,0,business loan,Short Term,70400,433086,20466,747,0
2148,Rent,718504,5 years,0,15,22.8,168960,1,,1,debt consolidation,Short Term,162492,113829,16286,737,1
2149,Home Mortgage,,1 year,0,11,17.4,1618738,0,,0,business loan,Short Term,348942,50331,40166,,1
2150,Own Home,1872355,4 years,0,12,15.9,238744,0,35,0,debt consolidation,Short Term,175186,141246,31986,745,1
2151,Rent,1970300,10+ years,0,29,35.8,3023856,0,,0,debt consolidation,Long Term,620180,1094229,29883,738,1
2152,Home Mortgage,,3 years,0,9,14.1,1262888,0,,0,debt consolidation,Short Term,193490,195225,4567,,0
2153,Own Home,,10+ years,0,5,16.9,221034,0,,0,home improvements,Short Term,524942,106324,4001,,0
2154,Home Mortgage,953135,7 years,0,10,19.7,522808,0,,0,debt consolidation,Short Term,323906,325983,18189,743,0
2155,Home Mortgage,2628612,3 years,0,21,12,1099956,0,,0,home improvements,Short Term,99999999,190000,42934,718,0
2156,Home Mortgage,4044112,10+ years,0,22,26.5,8706038,0,,0,home improvements,Short Term,99999999,1037609,38082,751,0
2157,Home Mortgage,,5 years,0,11,14.1,594594,0,,0,debt consolidation,Short Term,154066,191539,17091,,0
2158,Rent,,10+ years,0,9,16.9,530178,0,,0,debt consolidation,Long Term,347842,268318,18095,,0
2159,Home Mortgage,,8 years,0,8,18.7,251724,0,24,0,debt consolidation,Short Term,131384,204782,17518,,0
2160,Own Home,723444,2 years,0,3,9.9,22044,0,,0,debt consolidation,Short Term,84326,2299,9465,700,1
2161,Rent,533539,,0,8,12.5,156706,0,,0,debt consolidation,Short Term,141218,54397,11516,743,0
2162,Rent,1672437,3 years,0,10,22.5,255310,0,,0,debt consolidation,Short Term,99999999,94810,23136,735,0
2163,Rent,946010,2 years,0,10,37.6,963226,0,,0,debt consolidation,Short Term,99999999,234593,14032,747,0
2164,Home Mortgage,2775083,3 years,0,10,14.5,411246,0,14,0,debt consolidation,Long Term,461912,254657,24744,721,0
2165,Rent,945611,10+ years,0,9,18,319990,0,,0,debt consolidation,Short Term,99999999,157529,18912,742,0
2166,Rent,955434,8 years,0,17,14.7,799062,0,18,0,debt consolidation,Short Term,205524,182191,21418,744,0
2167,Rent,1128258,2 years,0,6,10.9,579172,0,,0,other,Long Term,391930,349144,8180,731,1
2168,Rent,,10+ years,0,11,29.2,810128,0,,0,debt consolidation,Short Term,356642,607297,27312,,0
2169,Rent,5584271,4 years,0,8,6.8,512622,0,,0,home improvements,Short Term,99999999,154071,12006,739,0
2170,Home Mortgage,1955043,10+ years,0,11,32.2,520608,0,35,0,debt consolidation,Short Term,131868,399266,23786,745,0
2171,Home Mortgage,,10+ years,0,11,29,516208,0,9,0,debt consolidation,Short Term,398882,389196,36866,,0
2172,Home Mortgage,955985,< 1 year,0,10,21.2,830764,0,,0,debt consolidation,Short Term,132836,278388,15455,741,0
2173,Home Mortgage,1403207,10+ years,0,26,26,1316238,0,,0,debt consolidation,Short Term,346610,537681,38705,740,0
2174,Home Mortgage,965770,3 years,0,13,14.2,418462,0,31,0,debt consolidation,Short Term,268378,266342,20442,730,0
2175,Home Mortgage,637735,2 years,0,10,20.5,666578,0,,0,debt consolidation,Short Term,249766,530195,13764,739,0
2176,Rent,2303389,9 years,0,9,17.3,843392,0,,0,debt consolidation,Short Term,99999999,231629,26489,748,0
2177,Rent,566542,< 1 year,0,5,27.4,276540,0,51,0,debt consolidation,Short Term,99999999,151183,10528,735,0
2178,Home Mortgage,946504,9 years,0,19,21.4,733040,1,,1,debt consolidation,Short Term,238634,295659,20981,698,0
2179,Rent,1724193,9 years,0,10,16.8,889614,0,,0,debt consolidation,Long Term,443652,437931,22414,687,0
2180,Rent,1213644,10+ years,0,5,12,370876,0,27,0,debt consolidation,Long Term,302676,198911,12541,691,0
2181,Home Mortgage,2580390,4 years,0,31,15.7,358754,1,68,1,debt consolidation,Short Term,531168,198911,54833,746,0
2182,Rent,1618933,5 years,0,12,15.4,590018,0,30,0,debt consolidation,Long Term,702328,441294,23474,613,1
2183,Rent,1361027,3 years,0,9,30.2,323906,0,25,0,debt consolidation,Short Term,131318,200564,19962,732,1
2184,Home Mortgage,1223904,10+ years,0,18,35.8,1128512,0,15,0,home improvements,Long Term,515328,530195,11117,674,0
2185,Home Mortgage,2073185,10+ years,0,17,19.1,1724470,0,65,0,debt consolidation,Short Term,180136,774440,36626,734,0
2186,Rent,1347556,10+ years,0,12,30.8,639496,1,,1,debt consolidation,Long Term,550572,429115,20101,7100,1
2187,Rent,660421,2 years,0,7,9.6,157256,0,,0,debt consolidation,Short Term,99999999,79040,17281,730,0
2188,Home Mortgage,3404477,1 year,0,14,27.3,1764532,0,,0,other,Short Term,788414,1132267,59578,705,0
2189,Home Mortgage,1038920,,0,16,14.8,664444,0,,0,buy house,Short Term,99999999,197391,13220,745,0
